Station,Zip,Location,ann-tmin-prbfst-t24Fp50.txt,ann-tmin-prbfst-t24Fp60.txt,ann-tmin-prbfst-t24Fp70.txt,ann-tmin-prbfst-t24Fp80.txt,ann-tmin-prbfst-t24Fp90.txt,ann-tmin-prbfst-t28Fp50.txt,ann-tmin-prbfst-t28Fp60.txt,ann-tmin-prbfst-t28Fp70.txt,ann-tmin-prbfst-t28Fp80.txt,ann-tmin-prbfst-t28Fp90.txt,ann-tmin-prbfst-t32Fp50.txt,ann-tmin-prbfst-t32Fp60.txt,ann-tmin-prbfst-t32Fp70.txt,ann-tmin-prbfst-t32Fp80.txt,ann-tmin-prbfst-t32Fp90.txt,ann-tmin-prblst-t24Fp50.txt,ann-tmin-prblst-t24Fp60.txt,ann-tmin-prblst-t24Fp70.txt,ann-tmin-prblst-t24Fp80.txt,ann-tmin-prblst-t24Fp90.txt,ann-tmin-prblst-t28Fp50.txt,ann-tmin-prblst-t28Fp60.txt,ann-tmin-prblst-t28Fp70.txt,ann-tmin-prblst-t28Fp80.txt,ann-tmin-prblst-t28Fp90.txt,ann-tmin-prblst-t32Fp50.txt,ann-tmin-prblst-t32Fp60.txt,ann-tmin-prblst-t32Fp70.txt,ann-tmin-prblst-t32Fp80.txt,ann-tmin-prblst-t32Fp90.txt
USC00417232,78873,Leakey,11/25R,11/30R,12/03R,12/07R,12/15R,11/13R,11/16R,11/20R,11/24R,12/01R,11/03R,11/06R,11/09R,11/13R,11/18R,03/02R,02/26R,02/21R,02/14R,02/06R,03/16R,03/12R,03/07R,03/01R,02/23R,04/01R,03/29R,03/24R,03/18R,03/10R
USC00417262,79843,Marfa,12/18S,12/22S,12/27S,01/01S,01/10S,12/07S,12/10S,12/13S,12/17S,12/23S,11/28S,12/01S,12/02S,12/05S,12/09S,01/17S,01/12S,01/07S,01/01S,12/25S,02/07S,02/03S,01/30S,01/24S,01/17S,02/27S,02/23S,02/17S,02/12S,02/05S
USC00417300,76442,Comanche,12/08S,12/12S,12/17S,12/24S,01/02S,11/27S,12/01S,12/03S,12/07S,12/14S,11/14S,11/17S,11/21S,11/26S,12/01S,02/20S,02/15S,02/10S,02/05S,01/29S,03/06S,03/02S,02/27S,02/22S,02/15S,03/20S,03/16S,03/12S,03/08S,03/02S
USC00417327,79504,Baird,12/01S,12/03S,12/07S,12/12S,12/20S,11/18S,11/21S,11/25S,11/30S,12/04S,11/08S,11/11S,11/15S,11/18S,11/24S,03/05S,03/01S,02/25S,02/20S,02/11S,03/17S,03/13S,03/09S,03/05S,02/27S,03/31S,03/27S,03/23S,03/19S,03/12S
USC00417336,79252,Quanah,11/21R,11/25R,11/29R,12/03R,12/09R,11/10R,11/14R,11/17R,11/21R,11/27R,11/01R,11/04R,11/06R,11/10R,11/15R,03/09R,03/05R,03/01R,02/25R,02/18R,03/22R,03/18R,03/14R,03/09R,03/03R,04/03R,03/31R,03/28R,03/23R,03/18R
USC00417458,78580,Raymondville,12/28S,01/01S,01/06S,01/14S,02/01S,12/30S,01/02S,01/10S,01/22S,02/05S,12/22S,12/28S,01/02S,01/12S,02/01S,01/01S,12/29S,12/25S,12/19S,12/13S,01/09S,01/03S,12/31S,12/25S,12/16S,01/31S,01/23S,01/13S,01/03S,12/24S
USC00417481,79754,Mentone,12/03R,12/05R,12/08R,12/12R,12/18R,11/22R,11/25R,11/29R,12/02R,12/06R,11/09R,11/13R,11/16R,11/20R,11/25R,02/28R,02/23R,02/16R,02/09R,02/01R,03/13R,03/10R,03/05R,03/01R,02/22R,03/29R,03/24R,03/20R,03/15R,03/09R
USC00417497,78662,Red Rock,12/08R,12/13R,12/19R,12/27R,01/06R,11/28R,12/01R,12/04R,12/09R,12/16R,11/15R,11/18R,11/23R,11/27R,12/03R,02/13R,02/07R,02/01R,01/26R,01/14R,02/28R,02/25R,02/19R,02/13R,02/03R,03/14R,03/09R,03/05R,02/28R,02/22R
USC00417530,78377,Refugio,12/30R,01/03R,01/10R,01/23R,02/06R,12/21R,12/26R,01/01R,01/08R,01/24R,12/06R,12/10R,12/15R,12/22R,12/31R,01/15R,01/07R,01/02R,12/28R,12/18R,02/04R,01/28R,01/19R,01/07R,12/29R,02/21R,02/16R,02/08R,01/31R,01/21R
USC00417533,78377,Refugio,12/29R,01/02R,01/08R,01/18R,02/02R,12/19R,12/24R,12/30R,01/06R,01/20R,12/05R,12/09R,12/14R,12/20R,12/30R,01/13R,01/07R,01/01R,12/28R,12/19R,02/02R,01/27R,01/19R,01/08R,12/29R,02/24R,02/18R,02/09R,01/31R,01/23R
USC00417622,78582,Rio Grande Cit,12/28R,01/01R,01/04R,01/10R,01/23R,12/28R,01/01R,01/07R,01/16R,02/01R,12/19R,12/25R,01/01R,01/07R,01/20R,12/31R,12/29R,12/25R,12/19R,12/12R,01/11R,01/05R,12/31R,12/26R,12/16R,01/30R,01/23R,01/16R,01/07R,12/29R
USC00417633,76471,Rising Star,12/04R,12/08R,12/13R,12/18R,12/27R,11/22R,11/26R,12/01R,12/04R,12/10R,11/10R,11/14R,11/17R,11/22R,11/28R,02/24R,02/20R,02/14R,02/08R,02/01R,03/11R,03/07R,03/02R,02/25R,02/19R,03/28R,03/23R,03/18R,03/13R,03/06R
USC00417669,76945,Robert Lee,11/30R,12/02R,12/05R,12/09R,12/14R,11/17R,11/20R,11/24R,11/29R,12/03R,11/06R,11/09R,11/13R,11/17R,11/22R,03/01R,02/25R,02/21R,02/15R,02/07R,03/15R,03/11R,03/06R,03/01R,02/24R,03/31R,03/27R,03/22R,03/17R,03/10R
USC00417677,78380,Robstown,12/30S,01/01S,01/07S,01/20S,02/01S,12/29S,01/02S,01/08S,01/20S,02/03S,12/21S,12/26S,01/01S,01/08S,01/23S,01/02S,12/31S,12/27S,12/22S,12/15S,01/16S,01/08S,01/01S,12/28S,12/19S,02/02S,01/28S,01/20S,01/09S,12/29S
USC00417704,78382,Rockport,01/02R,01/07R,01/16R,01/26R,02/05R,01/01R,01/05R,01/13R,01/24R,02/06R,12/20R,12/26R,01/01R,01/08R,01/21R,01/10R,01/05R,01/01R,12/28R,12/20R,01/26R,01/19R,01/09R,01/01R,12/25R,02/06R,02/01R,01/27R,01/18R,01/04R
USC00417706,78880,Rocksprings,12/16R,12/22R,12/29R,01/04R,01/17R,12/03R,12/07R,12/12R,12/18R,12/26R,11/22R,11/26R,11/30R,12/03R,12/09R,02/10R,02/04R,01/28R,01/19R,01/05R,03/02R,02/25R,02/18R,02/11R,01/31R,03/16R,03/11R,03/07R,03/02R,02/22R
USC00417743,79545,Roscoe,11/25S,11/30S,12/03S,12/06S,12/12S,11/15S,11/18S,11/22S,11/26S,12/01S,11/06S,11/08S,11/12S,11/15S,11/20S,03/13S,03/09S,03/05S,02/28S,02/21S,03/24S,03/20S,03/16S,03/11S,03/05S,04/02S,03/31S,03/28S,03/24S,03/17S
USC00417782,79546,Rotan,12/01S,12/03S,12/07S,12/11S,12/19S,11/18S,11/22S,11/26S,11/30S,12/04S,11/08S,11/12S,11/15S,11/19S,11/24S,03/04S,02/28S,02/23S,02/18S,02/07S,03/16S,03/13S,03/09S,03/04S,02/26S,03/30S,03/26S,03/22S,03/17S,03/11S
USC00417841,75785,Rusk,12/18S,12/24S,12/28S,01/03S,01/15S,12/06S,12/10S,12/14S,12/21S,12/28S,11/24S,11/28S,12/01S,12/05S,12/12S,02/08S,02/03S,01/30S,01/21S,01/08S,02/24S,02/19S,02/14S,02/07S,01/31S,03/11S,03/06S,03/01S,02/24S,02/17S
USC00417920,79847,Salt Flat,11/17R,11/21R,11/24R,11/27R,12/01R,11/06R,11/09R,11/12R,11/16R,11/20R,10/30R,11/01R,11/03R,11/06R,11/09R,03/14R,03/10R,03/06R,03/02R,02/22R,03/30R,03/27R,03/22R,03/18R,03/12R,04/09R,04/06R,04/04R,04/01R,03/27R
USC00417936,75931,Brookeland,12/25C,12/30C,01/04C,01/12C,01/25C,12/09C,12/13C,12/19C,12/27C,01/05C,11/27C,12/01C,12/03C,12/07C,12/14C,01/27C,01/21C,01/13C,01/04C,12/27C,02/16C,02/09C,02/03C,01/29C,01/20C,03/06C,02/28C,02/25C,02/19C,02/09C
USC00417947,78217,San Antonio,12/25R,12/29R,01/04R,01/15R,02/01R,12/11R,12/15R,12/20R,12/27R,01/07R,12/01R,12/03R,12/06R,12/10R,12/15R,01/28R,01/21R,01/10R,12/31R,12/22R,02/12R,02/06R,01/31R,01/25R,01/10R,02/28R,02/24R,02/18R,02/12R,02/03R
USC00417992,76877,San Saba,12/12R,12/17R,12/23R,01/01R,01/10R,11/30R,12/03R,12/07R,12/11R,12/18R,11/18R,11/22R,11/26R,12/01R,12/05R,02/09R,02/05R,01/31R,01/25R,01/15R,02/27R,02/22R,02/17R,02/12R,02/04R,03/13R,03/09R,03/04R,02/27R,02/21R
USC00417994,76871,Richland Sprin,12/05R,12/09R,12/12R,12/17R,12/24R,11/24R,11/28R,12/01R,12/05R,12/10R,11/13R,11/16R,11/20R,11/24R,11/30R,02/20R,02/14R,02/08R,02/03R,01/29R,03/06R,03/02R,02/26R,02/20R,02/12R,03/20R,03/16R,03/12R,03/07R,03/01R
USC00418022,78851,Dryden,12/06S,12/09S,12/14S,12/20S,12/29S,11/23S,11/27S,12/01S,12/05S,12/11S,11/11S,11/14S,11/17S,11/22S,11/28S,02/18S,02/12S,02/05S,01/30S,01/19S,03/05S,03/01S,02/24S,02/18S,02/08S,03/18S,03/13S,03/09S,03/04S,02/27S
USC00418040,79036,Fritch,11/19R,11/22R,11/25R,11/30R,12/05R,11/09R,11/12R,11/15R,11/18R,11/23R,10/30R,11/01R,11/04R,11/08R,11/12R,03/18R,03/14R,03/10R,03/06R,02/28R,03/31R,03/27R,03/23R,03/18R,03/12R,04/07R,04/05R,04/02R,03/31R,03/26R
USC00418059,78538,Edcouch,12/26R,12/29R,12/31R,01/03R,01/10R,12/29R,01/01R,01/06R,01/17R,02/01R,12/27R,01/01R,01/06R,01/18R,02/03R,12/28R,12/25R,12/21R,12/17R,12/12R,01/02R,12/31R,12/27R,12/22R,12/15R,01/20R,01/10R,01/03R,12/29R,12/20R
USC00418160,77474,Sealy,12/29R,01/03R,01/10R,01/21R,02/03R,12/21R,12/27R,01/02R,01/10R,01/23R,12/05R,12/10R,12/15R,12/22R,01/02R,01/20R,01/11R,01/03R,12/30R,12/21R,02/04R,01/30R,01/23R,01/13R,12/31R,02/22R,02/16R,02/09R,02/02R,01/24R
USC00418201,79360,Seminole,11/29S,12/01S,12/05S,12/08S,12/14S,11/18S,11/20S,11/23S,11/27S,12/01S,11/07S,11/10S,11/12S,11/15S,11/19S,03/04S,02/28S,02/23S,02/17S,02/08S,03/18S,03/14S,03/10S,03/06S,02/28S,03/31S,03/29S,03/25S,03/20S,03/14S
USC00418221,76380,Seymour,11/29R,12/02R,12/05R,12/10R,12/16R,11/18R,11/21R,11/25R,11/29R,12/04R,11/07R,11/11R,11/14R,11/18R,11/24R,03/01R,02/26R,02/22R,02/16R,02/08R,03/14R,03/10R,03/06R,03/02R,02/25R,03/28R,03/24R,03/20R,03/15R,03/09R
USC00418236,79079,Shamrock,11/17S,11/21S,11/25S,11/30S,12/05S,11/07S,11/10S,11/14S,11/18S,11/23S,10/29S,11/01S,11/04S,11/07S,11/12S,03/16S,03/12S,03/08S,03/04S,02/27S,03/29S,03/24S,03/20S,03/15S,03/09S,04/06S,04/04S,04/02S,03/29S,03/23S
USC00418252,79781,Sheffield,11/29S,12/02S,12/05S,12/10S,12/17S,11/16S,11/20S,11/24S,11/29S,12/04S,11/07S,11/10S,11/13S,11/16S,11/22S,02/27S,02/22S,02/16S,02/11S,02/02S,03/13S,03/08S,03/03S,02/27S,02/20S,03/28S,03/23S,03/18S,03/13S,03/06S
USC00418274,75020,Denison,12/12S,12/17S,12/23S,12/28S,01/04S,12/01S,12/04S,12/07S,12/12S,12/19S,11/19S,11/22S,11/26S,11/30S,12/05S,02/18S,02/13S,02/08S,02/02S,01/25S,03/02S,02/27S,02/23S,02/17S,02/08S,03/17S,03/13S,03/09S,03/03S,02/26S
USC00418305,79851,Sierra Blanca,11/19R,11/22R,11/25R,11/29R,12/03R,11/07R,11/10R,11/13R,11/16R,11/21R,10/29R,11/01R,11/03R,11/06R,11/10R,03/16R,03/11R,03/07R,03/03R,02/25R,04/01R,03/28R,03/23R,03/18R,03/12R,04/12R,04/09R,04/06R,04/02R,03/29R
USC00418323,79257,Silverton,11/14S,11/17S,11/20S,11/24S,11/29S,11/04S,11/07S,11/10S,11/13S,11/18S,10/27S,10/29S,11/01S,11/03S,11/07S,03/22S,03/18S,03/13S,03/08S,03/03S,04/03S,04/01S,03/29S,03/24S,03/17S,04/13S,04/10S,04/08S,04/04S,03/31S
USC00418354,78387,Sinton,12/30R,01/02R,01/07R,01/18R,01/31R,12/25R,12/30R,01/04R,01/14R,01/28R,12/13R,12/17R,12/21R,12/28R,01/08R,01/06R,01/02R,12/30R,12/25R,12/16R,01/25R,01/16R,01/07R,12/31R,12/21R,02/09R,02/03R,01/29R,01/22R,01/08R
USC00418433,79549,Snyder,12/01R,12/05R,12/08R,12/12R,12/19R,11/21R,11/24R,11/27R,12/01R,12/05R,11/10R,11/13R,11/16R,11/19R,11/24R,03/02R,02/27R,02/21R,02/15R,02/05R,03/16R,03/12R,03/08R,03/03R,02/24R,03/30R,03/26R,03/22R,03/17R,03/11R
USC00418446,77879,Somerville,12/18R,12/24R,12/30R,01/05R,01/17R,12/05R,12/09R,12/13R,12/19R,12/29R,11/24R,11/28R,12/01R,12/05R,12/10R,02/03R,01/30R,01/24R,01/16R,01/04R,02/21R,02/15R,02/09R,02/03R,01/27R,03/08R,03/03R,02/28R,02/22R,02/14R
USC00418487,78597,South Padre Is,-6666,-6666,-6666,-6666,-6666,-6666,-6666,-6666,-6666,-6666,12/31R,01/05R,01/13R,01/27R,02/08R,-6666,-6666,-6666,-6666,-6666,-6666,-6666,-6666,-6666,-6666,01/05R,12/31R,12/29R,12/25R,12/18R
USC00418523,79081,Spearman,11/16R,11/19R,11/22R,11/26R,12/01R,11/06R,11/09R,11/12R,11/15R,11/20R,10/28R,10/31R,11/02R,11/05R,11/09R,03/22R,03/18R,03/14R,03/10R,03/03R,04/02R,03/31R,03/27R,03/22R,03/16R,04/11R,04/08R,04/05R,04/02R,03/29R
USC00418566,79370,Spur,11/24R,11/28R,12/01R,12/05R,12/10R,11/14R,11/17R,11/20R,11/24R,11/29R,11/04R,11/06R,11/09R,11/13R,11/18R,03/11R,03/07R,03/02R,02/26R,02/18R,03/25R,03/22R,03/17R,03/12R,03/05R,04/04R,04/01R,03/30R,03/25R,03/20R
USC00418583,79553,Stamford,12/03R,12/06R,12/10R,12/15R,12/22R,11/22R,11/26R,11/30R,12/03R,12/07R,11/11R,11/14R,11/18R,11/22R,11/27R,02/27R,02/23R,02/18R,02/11R,02/02R,03/12R,03/08R,03/05R,02/28R,02/21R,03/26R,03/22R,03/18R,03/13R,03/06R
USC00418630,76951,Sterling City,11/22R,11/26R,11/30R,12/03R,12/07R,11/11R,11/14R,11/18R,11/22R,11/29R,11/02R,11/05R,11/07R,11/11R,11/16R,03/11R,03/07R,03/02R,02/25R,02/18R,03/25R,03/21R,03/16R,03/11R,03/03R,04/04R,04/02R,03/30R,03/25R,03/18R
USC00418646,76513,Belton,12/21R,12/27R,01/02R,01/09R,01/23R,12/08R,12/12R,12/17R,12/23R,01/01R,11/27R,12/01R,12/04R,12/08R,12/14R,02/08R,02/03R,01/29R,01/22R,01/07R,02/25R,02/20R,02/14R,02/06R,01/30R,03/10R,03/06R,03/01R,02/25R,02/17R
USC00418692,79084,Stratford,11/05S,11/08S,11/11S,11/14S,11/19S,10/26S,10/28S,10/31S,11/03S,11/07S,10/17S,10/20S,10/22S,10/25S,10/28S,04/03S,04/01S,03/28S,03/24S,03/17S,04/13S,04/10S,04/07S,04/04S,03/31S,04/25S,04/22S,04/19S,04/15S,04/10S
USC00418714,79830,Alpine,12/22R,12/27R,12/31R,01/06R,01/16R,12/10R,12/14R,12/19R,12/25R,01/02R,11/29R,12/02R,12/05R,12/09R,12/15R,01/11R,01/06R,01/01R,12/28R,12/19R,02/01R,01/27R,01/21R,01/14R,01/05R,02/24R,02/17R,02/11R,02/05R,01/29R
USC00418728,77478,Sugar Land,12/31R,01/02R,01/11R,01/22R,02/01R,12/28R,01/02R,01/09R,01/21R,02/03R,12/16R,12/22R,12/29R,01/05R,01/19R,01/07R,01/02R,12/30R,12/26R,12/17R,01/24R,01/15R,01/06R,12/31R,12/21R,02/06R,02/01R,01/27R,01/18R,01/03R
USC00418743,75482,Sulphur Spring,12/10C,12/14C,12/21C,12/26C,01/04C,11/27C,12/01C,12/04C,12/08C,12/15C,11/13C,11/17C,11/21C,11/25C,12/01C,02/18C,02/13C,02/07C,02/01C,01/24C,03/05C,02/28C,02/24C,02/19C,02/11C,03/21C,03/17C,03/13C,03/07C,02/28C
USC00418818,79373,Tahoka,12/01R,12/04R,12/08R,12/12R,12/19R,11/19R,11/22R,11/25R,11/29R,12/04R,11/08R,11/11R,11/14R,11/17R,11/22R,03/05R,03/01R,02/24R,02/17R,02/07R,03/20R,03/16R,03/11R,03/07R,02/28R,04/01R,03/31R,03/26R,03/21R,03/14R
USC00418861,76574,Taylor,12/21R,12/27R,01/02R,01/09R,01/24R,12/06R,12/10R,12/15R,12/22R,01/01R,11/24R,11/27R,12/01R,12/05R,12/11R,02/07R,02/01R,01/27R,01/18R,01/03R,02/23R,02/18R,02/12R,02/05R,01/28R,03/07R,03/03R,02/28R,02/22R,02/15R
USC00418926,79830,Alpine,12/20R,12/25R,12/30R,01/06R,01/22R,12/06R,12/10R,12/14R,12/19R,12/27R,11/25R,11/28R,12/01R,12/05R,12/10R,02/05R,01/31R,01/21R,01/11R,12/31R,02/24R,02/19R,02/13R,02/05R,01/26R,03/10R,03/06R,03/02R,02/26R,02/18R
USC00418942,75501,Texarkana,12/16S,12/22S,12/27S,01/01S,01/12S,12/02S,12/05S,12/09S,12/15S,12/24S,11/19S,11/23S,11/27S,12/01S,12/06S,02/09S,02/05S,01/31S,01/25S,01/14S,03/01S,02/25S,02/20S,02/14S,02/05S,03/16S,03/12S,03/07S,03/02S,02/24S
USC00418996,77469,Richmond,12/29S,01/02S,01/07S,01/16S,01/29S,12/19S,12/25S,01/01S,01/05S,01/17S,12/03S,12/06S,12/11S,12/17S,12/28S,01/17S,01/11S,01/04S,12/30S,12/21S,02/01S,01/28S,01/22S,01/14S,01/01S,02/24S,02/18S,02/10S,02/02S,01/25S
USC00419014,76483,Throckmorton,11/30R,12/03R,12/07R,12/13R,12/22R,11/18R,11/21R,11/25R,11/30R,12/05R,11/07R,11/10R,11/14R,11/18R,11/23R,03/02R,02/26R,02/21R,02/16R,02/06R,03/17R,03/13R,03/09R,03/03R,02/25R,03/31R,03/28R,03/24R,03/19R,03/12R
USC00419016,76483,Throckmorton,11/30R,12/03R,12/07R,12/11R,12/18R,11/18R,11/21R,11/24R,11/29R,12/04R,11/06R,11/10R,11/13R,11/17R,11/23R,03/01R,02/26R,02/21R,02/16R,02/08R,03/13R,03/10R,03/06R,03/02R,02/25R,03/25R,03/22R,03/19R,03/15R,03/09R
USC00419031,78072,Tilden,12/27R,12/31R,01/05R,01/18R,02/01R,12/18R,12/23R,12/29R,01/05R,01/20R,12/06R,12/10R,12/14R,12/21R,12/30R,01/08R,01/02R,12/29R,12/24R,12/14R,01/30R,01/22R,01/13R,01/02R,12/24R,02/16R,02/10R,02/04R,01/29R,01/18R
USC00419068,71403,Anacoco,12/18R,12/24R,12/31R,01/05R,01/16R,12/02R,12/06R,12/10R,12/17R,12/29R,11/20R,11/24R,11/28R,12/02R,12/07R,02/02R,01/30R,01/24R,01/14R,01/01R,02/25R,02/20R,02/15R,02/06R,01/29R,03/14R,03/09R,03/03R,02/26R,02/20R
USC00419088,79836,Clint,11/25S,11/28S,12/01S,12/04S,12/09S,11/14S,11/17S,11/19S,11/22S,11/27S,11/05S,11/07S,11/09S,11/12S,11/15S,02/22S,02/17S,02/12S,02/07S,01/31S,03/10S,03/07S,03/03S,02/28S,02/21S,03/27S,03/23S,03/19S,03/16S,03/11S
USC00419101,75951,Jasper,12/23R,12/29R,01/03R,01/09R,01/23R,12/06R,12/11R,12/17R,12/26R,01/04R,11/24R,11/28R,12/01R,12/05R,12/12R,01/31R,01/27R,01/19R,01/10R,12/31R,02/21R,02/16R,02/07R,01/31R,01/24R,03/09R,03/04R,02/28R,02/23R,02/14R
USC00419163,76380,Seymour,11/30R,12/02R,12/06R,12/11R,12/18R,11/19R,11/22R,11/25R,11/29R,12/04R,11/09R,11/12R,11/15R,11/19R,11/24R,03/05R,03/01R,02/26R,02/20R,02/12R,03/16R,03/13R,03/10R,03/05R,02/28R,03/28R,03/25R,03/21R,03/17R,03/12R
USC00419175,79088,Tulia,11/11S,11/14S,11/17S,11/21S,11/26S,11/02S,11/04S,11/06S,11/09S,11/14S,10/23S,10/26S,10/29S,11/01S,11/04S,03/27S,03/22S,03/18S,03/13S,03/07S,04/06S,04/03S,04/01S,03/29S,03/22S,04/16S,04/13S,04/10S,04/07S,04/03S
USC00419191,79261,Turkey,11/19S,11/23S,11/26S,12/01S,12/05S,11/09S,11/12S,11/15S,11/18S,11/23S,10/30S,11/01S,11/04S,11/07S,11/12S,03/15S,03/11S,03/07S,03/02S,02/24S,03/27S,03/24S,03/20S,03/16S,03/09S,04/05S,04/03S,03/31S,03/28S,03/23S
USC00419207,75701,Tyler,12/15R,12/21R,12/26R,01/01R,01/10R,12/02R,12/05R,12/09R,12/14R,12/23R,11/19R,11/23R,11/26R,12/01R,12/06R,02/06R,02/01R,01/28R,01/21R,01/07R,02/25R,02/21R,02/15R,02/08R,01/31R,03/14R,03/09R,03/04R,02/27R,02/20R
USC00419268,78801,Uvalde,12/24R,12/29R,01/04R,01/13R,01/30R,12/09R,12/13R,12/19R,12/27R,01/06R,11/28R,12/01R,12/05R,12/09R,12/16R,01/30R,01/24R,01/16R,01/04R,12/26R,02/13R,02/08R,02/02R,01/26R,01/14R,03/01R,02/25R,02/19R,02/13R,02/04R
USC00419270,79854,Valentine,11/17R,11/20R,11/24R,11/29R,12/03R,11/07R,11/10R,11/13R,11/17R,11/22R,10/30R,11/02R,11/04R,11/07R,11/11R,03/17R,03/13R,03/09R,03/05R,02/27R,03/31R,03/29R,03/25R,03/20R,03/13R,04/13R,04/09R,04/06R,04/02R,03/28R
USC00419295,79855,Van Horn,12/01R,12/03R,12/06R,12/10R,12/17R,11/18R,11/21R,11/25R,11/29R,12/03R,11/07R,11/10R,11/13R,11/16R,11/21R,02/28R,02/23R,02/18R,02/12R,02/04R,03/15R,03/11R,03/07R,03/03R,02/25R,03/31R,03/27R,03/23R,03/18R,03/11R
USC00419330,79092,Vega,11/09R,11/12R,11/14R,11/17R,11/21R,10/30R,11/01R,11/03R,11/06R,11/11R,10/19R,10/22R,10/25R,10/28R,11/01R,03/31R,03/29R,03/26R,03/22R,03/16R,04/10R,04/07R,04/04R,04/01R,03/28R,04/22R,04/19R,04/16R,04/12R,04/07R
USC00419361,77904,Victoria,12/28R,01/01R,01/06R,01/16R,01/29R,12/17R,12/22R,12/27R,01/02R,01/13R,12/04R,12/08R,12/11R,12/16R,12/23R,01/17R,01/09R,01/04R,12/30R,12/21R,02/03R,01/30R,01/24R,01/16R,01/05R,02/26R,02/19R,02/11R,02/04R,01/27R
USC00419367,77904,Victoria,01/01R,01/05R,01/11R,01/20R,01/31R,12/26R,01/01R,01/06R,01/15R,01/28R,12/11R,12/16R,12/23R,12/31R,01/09R,01/08R,01/03R,12/31R,12/24R,12/15R,01/23R,01/16R,01/08R,12/31R,12/21R,02/07R,02/02R,01/27R,01/20R,01/08R
USC00419417,76708,Waco,12/18R,12/23R,12/28R,01/02R,01/13R,12/04R,12/08R,12/12R,12/18R,12/26R,11/23R,11/26R,11/30R,12/03R,12/09R,02/08R,02/03R,01/30R,01/24R,01/12R,02/27R,02/22R,02/16R,02/09R,02/01R,03/13R,03/09R,03/04R,02/27R,02/20R
USC00419491,77868,Navasota,12/14S,12/20S,12/27S,01/03S,01/17S,12/01S,12/05S,12/08S,12/14S,12/25S,11/19S,11/23S,11/27S,12/01S,12/06S,02/07S,02/02S,01/28S,01/20S,01/05S,02/27S,02/22S,02/16S,02/08S,01/31S,03/14S,03/09S,03/03S,02/27S,02/19S
USC00419499,76934,Carlsbad,11/23S,11/28S,12/01S,12/05S,12/10S,11/13S,11/16S,11/19S,11/23S,11/30S,11/03S,11/06S,11/09S,11/12S,11/18S,03/06S,03/02S,02/26S,02/20S,02/13S,03/22S,03/17S,03/12S,03/07S,03/01S,04/05S,04/02S,03/30S,03/24S,03/15S
USC00419522,75165,Waxahachie,12/11S,12/16S,12/22S,12/28S,01/05S,11/29S,12/02S,12/06S,12/11S,12/18S,11/17S,11/21S,11/24S,11/29S,12/04S,02/19S,02/14S,02/08S,02/02S,01/25S,03/06S,03/01S,02/25S,02/20S,02/12S,03/19S,03/16S,03/11S,03/06S,02/27S
USC00419532,76086,Weatherford,12/01R,12/04R,12/08R,12/13R,12/21R,11/17R,11/21R,11/25R,12/01R,12/05R,11/05R,11/09R,11/12R,11/16R,11/22R,03/02R,02/27R,02/22R,02/17R,02/09R,03/17R,03/12R,03/08R,03/03R,02/25R,03/31R,03/27R,03/23R,03/18R,03/11R
USC00419559,78387,Sinton,12/30R,01/02R,01/09R,01/20R,02/05R,12/24R,12/30R,01/04R,01/14R,01/30R,12/11R,12/16R,12/22R,12/29R,01/10R,01/07R,01/03R,12/31R,12/26R,12/16R,01/26R,01/18R,01/08R,01/01R,12/23R,02/14R,02/06R,01/31R,01/23R,01/10R
USC00419565,79095,Wellington,11/27S,11/30S,12/03S,12/07S,12/13S,11/15S,11/18S,11/21S,11/25S,12/01S,11/05S,11/07S,11/10S,11/14S,11/18S,03/06S,03/03S,02/27S,02/21S,02/13S,03/21S,03/17S,03/13S,03/08S,03/01S,04/01S,03/30S,03/26S,03/22S,03/16S
USC00419588,78596,Weslaco,12/28R,12/30R,01/02R,01/06R,01/14R,12/30R,01/02R,01/07R,01/18R,02/01R,12/28R,01/01R,01/06R,01/17R,02/03R,12/30R,12/27R,12/22R,12/17R,12/13R,01/04R,12/31R,12/28R,12/22R,12/14R,01/18R,01/08R,01/02R,12/28R,12/18R
USC00419711,79322,Crosbyton,11/30R,12/03R,12/06R,12/11R,12/18R,11/19R,11/22R,11/25R,11/30R,12/04R,11/09R,11/12R,11/15R,11/18R,11/23R,03/02R,02/26R,02/22R,02/16R,02/07R,03/16R,03/12R,03/07R,03/02R,02/24R,04/01R,03/28R,03/23R,03/17R,03/10R
USC00419715,76634,Clifton,12/12S,12/17S,12/22S,12/30S,01/07S,12/01S,12/03S,12/07S,12/11S,12/18S,11/18S,11/22S,11/24S,11/29S,12/04S,02/10S,02/05S,01/31S,01/25S,01/15S,02/27S,02/23S,02/19S,02/13S,02/05S,03/13S,03/10S,03/05S,02/28S,02/23S
USC00419800,75169,Wills Point,12/16S,12/22S,12/27S,01/01S,01/10S,12/03S,12/06S,12/10S,12/15S,12/23S,11/21S,11/25S,11/29S,12/02S,12/07S,02/13S,02/08S,02/03S,01/29S,01/19S,03/01S,02/25S,02/20S,02/13S,02/05S,03/16S,03/12S,03/07S,03/02S,02/24S
USC00419847,79567,Winters,12/01S,12/04S,12/07S,12/11S,12/17S,11/20S,11/23S,11/26S,12/01S,12/05S,11/10S,11/13S,11/17S,11/20S,11/25S,03/01S,02/24S,02/19S,02/13S,02/05S,03/14S,03/10S,03/06S,03/01S,02/23S,03/29S,03/24S,03/20S,03/14S,03/08S
